Week,Geo,Brand,Sales_Value,TV_Impressions,YouTube_Impressions,Facebook_Impressions,Instagram_Impressions,Trade_Spend,Net_Price,log_sales_val,price_index,TV_Spend,YouTube_Spend,Facebook_Spend,Instagram_Spend,Total_Spend,naive_roi,TV_Spend_Lag1,YouTube_Spend_Lag1,Facebook_Spend_Lag1,Instagram_Spend_Lag1
2022-07-02,NORTHEAST,BrandA,31710.968496501308,447931.3065464907,278938.4784100148,160820.81118834554,71869.77680083751,10503.094429892206,98.73813607537043,10.36444944370406,1.0066519737589024,26875.878392789444,69734.6196025037,17690.28923071801,12936.559824150752,137740.4414800541,0.2302226430780177,0.0,0.0,0.0,0.0
2022-07-02,NORTHEAST,BrandB,20958.28977325602,250243.84306725944,177616.86733372338,98456.5233830075,45369.02580504543,10503.094429892206,81.84090708841433,9.950337252997134,1.0109355941021063,15014.630584035565,44404.216833430844,10830.217572130825,8166.4246449081775,88918.58406439763,0.2357020188022975,0.0,0.0,0.0,0.0
2022-07-02,NORTHEAST,BrandC,13656.622468495327,207907.7622324761,157248.77822495234,83540.54656658863,39803.81030164933,10503.094429892206,56.14179034940213,9.522053067353617,1.0052948074360122,12474.465733948566,39312.194556238086,9189.46012232475,7164.68585429688,78643.9006967005,0.17365138742278383,0.0,0.0,0.0,0.0
2022-07-02,SOUTH,BrandA,87993.06380663402,1315409.8126615025,882080.2411163534,722582.4172319287,248674.2899464635,18295.230841075132,97.08830325930226,11.38502463444224,1.0187725419395708,78924.58875969014,220520.06027908836,79484.06589551216,44761.372190363436,441985.3179657292,0.19908594297075216,0.0,0.0,0.0,0.0
2022-07-02,SOUTH,BrandB,55298.88202315204,1252972.0932503284,689711.3743263577,845006.2395578992,222442.89882106148,18295.230841075132,81.60506678392284,10.920526054111262,1.018608847125775,75178.3255950197,172427.84358158943,92950.68635136892,40039.721787791066,398891.8081568442,0.13863128019232193,0.0,0.0,0.0,0.0
2022-07-02,SOUTH,BrandC,24908.943219628614,694962.1240094934,450424.60139485385,416272.9633558606,129762.44158753467,18295.230841075132,60.08127758308803,10.123022328832858,1.021981891220267,41697.72744056961,112606.15034871346,45790.02596914467,23357.239485756243,241746.37408525907,0.10303750496270399,0.0,0.0,0.0,0.0
2022-07-02,WEST,BrandA,79848.12739499795,1663467.3463961212,703081.9077019603,443429.1063684975,184959.29217724185,16986.21555749755,100.49391141821677,11.287894225530822,1.0184216458092035,99808.04078376727,175770.47692549007,48777.20170053472,33292.67259190353,374634.60755919316,0.2131360151562309,0.0,0.0,0.0,0.0
2022-07-02,WEST,BrandB,57079.798559241994,1055191.56097111,456010.3127807335,297360.5703705704,116843.2545214066,16986.21555749755,76.12420251000744,10.952223061668839,1.0158530996081299,63311.4936582666,114002.57819518338,32709.662740762746,21031.78581385319,248041.73596556348,0.23012175082880593,0.0,0.0,0.0,0.0
2022-07-02,WEST,BrandC,37444.83631386544,543058.6845286005,244021.594527662,164015.59434551487,65205.87834008389,16986.21555749755,59.15848647577533,10.530650802894344,1.024858162390163,32583.521071716033,61005.3986319155,18041.715378006636,11737.0581012151,140353.90874035083,0.26678869615858086,0.0,0.0,0.0,0.0
2022-07-09,CENTRAL,BrandA,40982.92608661726,975250.297624085,401982.9923804701,208800.91820798125,101276.69029689216,79165.75874304395,95.51280349436473,10.620935222148187,1.014971976558538,58515.0178574451,100495.74809511752,22968.10100287794,18229.80425344059,279374.42995192506,0.14669533676909133,59618.901518576924,106969.61566570762,23870.26381538077,19309.66782565148
2022-07-09,CENTRAL,BrandB,53247.857431747165,764443.1872544916,326702.3757907522,177069.32166971234,80365.4238954861,79165.75874304395,80.76504339116107,10.88273162666067,1.031316572428217,45866.591235269494,81675.59394768804,19477.625383668357,14465.776301187498,240651.3456108573,0.22126557113721598,44398.62278357353,78315.50197562104,18052.951332284512,13981.450557470454
2022-07-09,CENTRAL,BrandC,21538.58529917326,476331.28357311146,180684.5682828855,83947.52349206613,44531.666005783714,79165.75874304395,62.66893455468679,9.977647697933275,1.0202330023687711,28579.87701438669,45171.14207072138,9234.227584127273,8015.699881041069,170166.70529332035,0.12657344021511213,26258.93045200883,49465.26210916843,10871.658449095888,8901.996399026855
2022-07-09,EAST,BrandA,56066.25400508383,1145699.6262755946,454223.1999970474,403062.3690184874,131150.87690125825,73810.55889569731,94.44053029179139,10.934307213512938,1.013929659639621,68741.97757653568,113555.79999926186,44336.86059203361,23607.157842226483,324052.3549057549,0.1730160363167758,73963.16340699265,94972.29465051019,26146.712218200853,17954.563338106338
2022-07-09,EAST,BrandB,51576.28266393807,1214064.4551314183,471732.68647116015,383150.1303302681,130255.15144361171,73810.55889569731,76.45868080321753,10.850836596076636,1.024130581104304,72843.8673078851,117933.17161779004,42146.51433632949,23445.92725985011,330180.03941755206,0.1562065434202626,73012.7011791267,82343.63435070252,28845.544651144228,16577.66338032476
2022-07-09,EAST,BrandC,42078.88292752241,594488.8059149202,222815.85777283352,194348.37975806269,63611.62621833895,73810.55889569731,65.62389273001077,10.647325065267093,1.0120772221540506,35669.32835489521,55703.96444320838,21378.321773386895,11450.09271930101,198012.2661864888,0.21250644587684198,36484.24828331545,46568.97206702067,14936.023751540437,9150.008591539412
2022-07-09,METRO_DELHI,BrandA,29831.38658876026,985076.4507684272,362273.4158684364,190272.4754018807,91481.93071387536,45944.65767932212,102.89424772752459,10.303349880636326,1.0205519204919633,59104.58704610563,90568.3539671091,20929.972294206877,16466.747528497566,233014.3185152413,0.12802383466697126,59940.284910978946,84960.30279985181,40588.61239782938,18876.056541005288
2022-07-09,METRO_DELHI,BrandB,24347.7024047433,696801.1904573409,327353.47082762484,162572.86864738067,81558.13065360811,45944.65767932212,78.11371628465078,10.100233837757886,1.013413084155976,41808.07142744045,81838.36770690621,17883.015551211876,14680.463517649461,202154.5758825301,0.12044101548693635,40120.24317420529,57785.15745559607,37725.88473177537,14494.389266078168
2022-07-09,METRO_DELHI,BrandC,26989.929262624384,313933.59057545004,119340.3915889153,82864.67478092032,32080.411890791645,45944.65767932212,59.05953573153562,10.203256135305402,1.0099372026573852,18836.015434527006,29835.097897228825,9115.114225901236,5774.474140342496,109505.35937732167,0.24647130894643202,18289.584012078263,25177.00921544639,14077.986322677078,5683.944729573148
2022-07-09,METRO_MUMBAI,BrandA,60668.01468566441,703645.90496259,309769.44732562103,318668.63547979615,93820.75301310382,71982.56936028461,98.40774842131769,11.01318838025171,1.0196229760402002,42218.7542977554,77442.36183140526,35053.54990277757,16887.73554235869,243584.97093458154,0.24906304544424734,34629.106585208865,83802.26363221582,27536.731159029914,16573.536516334883
2022-07-09,METRO_MUMBAI,BrandB,46532.516249715496,756677.6246733222,372163.3951928898,283101.2954621656,102742.8085847945,71982.56936028461,75.57042292147473,10.747928111502386,1.008727963041939,45400.65748039933,93040.84879822245,31141.14250083822,18493.705545263012,260058.9236850076,0.17893066536681648,39659.81706298159,94307.3072634101,29101.392994434187,18342.298372293015
2022-07-09,METRO_MUMBAI,BrandC,18947.5826773586,332176.80420028354,166924.10843294798,135297.98241260654,46914.619927850246,71982.56936028461,61.081300658480224,9.84948441496193,1.018822338838529,19930.608252017013,41731.027108236995,14882.778065386718,8444.631587013044,156971.6143729384,0.12070706384035519,16684.722419772876,42764.61618259037,14962.533326330275,8606.519274601604
2022-07-09,NORTH,BrandA,91246.77820185297,1205625.7317238525,604932.6380927206,547438.7297301149,175730.40059155563,53329.27386196065,100.54400700902863,11.421333922675466,1.0165509169829934,72337.54390343114,151233.15952318016,60218.26027031264,31631.47210648001,368749.7096653646,0.24744908486683487,64318.24246062088,165568.08797156427,62082.498951066715,34000.75904171618
2022-07-09,NORTH,BrandB,76983.58732320117,1174990.6016778862,625115.4532924135,518820.8678666354,176905.17744514626,53329.27386196065,82.43741941072444,11.251360516166455,1.0089576866285233,70499.43610067316,156278.86332310337,57070.29546532989,31842.931940126324,369020.80069119344,0.2086158481548971,54569.91681135547,157029.45946288438,56355.3285204675,31834.02319327731
2022-07-09,NORTH,BrandC,44086.85008864238,547472.9610818782,291804.5221345204,248270.660586725,83187.97048557657,53329.27386196065,60.392271820012844,10.693939515281532,1.018107541233363,32848.37766491269,72951.1305336301,27309.77266453975,14973.834687403783,201412.38941244697,0.2188884716428422,29211.99338241312,73927.08313777646,24394.933508644346,14637.398182345249
2022-07-09,NORTHEAST,BrandA,47991.59874709285,375630.4724600936,314621.52636409324,286112.22036792984,91535.52730961164,61664.122408475065,99.49588150409049,10.778802085232202,1.0143773163848313,22537.828347605617,78655.38159102331,31472.344240472285,16476.394915730096,210806.07150330636,0.22765757363925107,26875.878392789444,69734.6196025037,17690.28923071801,12936.559824150752
2022-07-09,NORTHEAST,BrandB,30559.273561276386,205490.66347511264,175077.23453140786,149677.6894201005,49983.21584829162,61664.122408475065,82.15110433686603,10.32745619485284,1.0147672896539845,12329.439808506757,43769.308632851964,16464.545836211055,8996.978852692491,143224.39553873733,0.21336639925143042,15014.630584035565,44404.216833430844,10830.217572130825,8166.4246449081775
2022-07-09,NORTHEAST,BrandC,16280.642342631296,187626.4816442872,157747.23641952942,125571.90453271738,44106.637737177625,61664.122408475065,56.21599986368591,9.697793515465394,1.0066236293155342,11257.588898657234,39436.809104882355,13812.909498598912,7939.194792691973,134110.62470330554,0.12139711062063686,12474.465733948566,39312.194556238086,9189.46012232475,7164.68585429688
2022-07-09,SOUTH,BrandA,134756.83577364092,1554690.0420004388,847761.0728351637,776733.2726121617,241730.2267917666,107412.09284614072,97.22023366444846,11.811234637534307,1.020156921619695,93281.40252002633,211940.26820879092,85440.65998733779,43511.44082251799,541585.8643848137,0.24881896784079127,78924.58875969014,220520.06027908836,79484.06589551216,44761.372190363436
2022-07-09,SOUTH,BrandB,91781.57140857667,1582563.5830441108,703501.0448084794,692668.787842559,209967.08774595175,107412.09284614072,81.37562315228159,11.427177704646969,1.0157448912181684,94953.81498264665,175875.26120211984,76193.5666626815,37794.07579427132,492228.81148786005,0.18646119297844846,75178.3255950197,172427.84358158943,92950.68635136892,40039.721787791066
2022-07-09,SOUTH,BrandC,32169.088657639128,867978.7520275903,421361.7129264684,468933.7490913791,127721.43013731804,107412.09284614072,59.65478740129439,10.378792376139723,1.0147272977743542,52078.72512165542,105340.4282316171,51582.71240005171,22989.857424717247,339403.8160241822,0.09478116373108877,41697.72744056961,112606.15034871346,45790.02596914467,23357.239485756243
2022-07-09,WEST,BrandA,119632.3943278119,1902435.97667158,478483.8212927416,351895.8263838501,130886.34689693332,99726.80740765488,99.85658782224738,11.692187298312641,1.0119629048132537,114146.1586002948,119620.9553231854,38708.54090222351,23559.542441448,395762.0046748066,0.30228367785283045,99808.04078376727,175770.47692549007,48777.20170053472,33292.67259190353
2022-07-09,WEST,BrandB,72349.86259191106,1252972.3197460887,362831.76462148654,213125.80762291388,93878.9336865887,99726.80740765488,76.4526362600543,11.189282654475234,1.0202359428038557,75178.33918476533,90707.94115537163,23443.83883852053,16898.208063585964,305955.13464989833,0.23647213070786957,63311.4936582666,114002.57819518338,32709.662740762746,21031.78581385319
2022-07-09,WEST,BrandC,54504.47986531291,690767.2719021651,178509.52530737626,103676.42923555712,46069.54798503096,99726.80740765488,58.97715405242693,10.906056523584118,1.021716770085431,41446.03631412991,44627.381326844064,11404.407215911284,8292.518637305573,205497.1509018457,0.2652322897220184,32583.521071716033,61005.3986319155,18041.715378006636,11737.0581012151
2022-07-16,CENTRAL,BrandA,53908.607866338454,856440.4551414351,303810.7756961058,317239.3173265378,88810.31464895427,81325.83414746182,94.84340209486936,10.89506399456169,1.0078585463512784,51386.427308486105,75952.69392402645,34896.32490591916,15985.85663681177,259547.13692270534,0.20770257189230737,58515.0178574451,100495.74809511752,22968.10100287794,18229.80425344059
2022-07-16,CENTRAL,BrandB,68581.64828112486,635986.1501496589,232975.45258224287,229126.2898300975,69507.71949945833,81325.83414746182,80.03074187181733,11.135794841210746,1.0219400241808436,38159.16900897953,58243.86314556072,25203.891881310727,12511.3895099025,215444.1476932153,0.31832681005781754,45866.591235269494,81675.59394768804,19477.625383668357,14465.776301187498
2022-07-16,CENTRAL,BrandC,22991.808820003807,364392.374370893,151833.62966164705,155181.14533731114,45884.84046606053,81325.83414746182,62.70434513783499,10.042936786023123,1.0208094769142158,21863.54246225358,37958.40741541176,17069.925987104223,8259.271283890896,166476.98129612228,0.1381080353623714,28579.87701438669,45171.14207072138,9234.227584127273,8015.699881041069
2022-07-16,EAST,BrandA,64392.08810812921,1045257.0921270788,391408.6855335708,282383.331351608,106520.07024187496,75824.51512359669,95.24999107993783,11.072761578818914,1.0226201688826455,62715.42552762473,97852.1713833927,31062.16644867688,19173.612643537494,286627.8911268285,0.22465395064924798,68741.97757653568,113555.79999926186,44336.86059203361,23607.157842226483
2022-07-16,EAST,BrandB,66668.98580261706,1052323.9008512949,346921.3061341246,274227.83007361705,96807.04423418664,75824.51512359669,75.67555678450232,11.107510142661987,1.013640977465605,63139.43405107769,86730.32653353114,30165.061308097873,17425.267962153597,273284.604978457,0.2439544145109404,72843.8673078851,117933.17161779004,42146.51433632949,23445.92725985011
2022-07-16,EAST,BrandC,54754.12773679556,528034.5976908288,187467.275252308,119867.3813855909,49024.70541664754,75824.51512359669,65.4179229250265,10.910626300586246,1.008900675634116,31682.07586144973,46866.818813077,13185.411952414997,8824.446974996557,176383.26872553496,0.3104269930595656,35669.32835489521,55703.96444320838,21378.321773386895,11450.09271930101
2022-07-16,METRO_DELHI,BrandA,47728.684933837714,1135676.558293905,282740.1784734021,354901.74610232085,92038.2103049125,94396.55906080158,102.45338305139268,10.773308808969098,1.0161792242349776,68140.59349763431,70685.04461835053,39039.19207125529,16566.87785488425,288828.267102926,0.16524935530864787,59104.58704610563,90568.3539671091,20929.972294206877,16466.747528497566
2022-07-16,METRO_DELHI,BrandB,35363.01992578941,772234.8896515361,247306.33911754977,303725.27963225875,79305.89406189983,94396.55906080158,78.37369623663457,10.473450195973943,1.016785949991709,46334.09337909217,61826.58477938744,33409.78075954846,14275.06093114197,250242.07890997163,0.141315241943664,41808.07142744045,81838.36770690621,17883.015551211876,14680.463517649461
2022-07-16,METRO_DELHI,BrandC,37659.04905429204,314479.3598467132,106361.05301159156,106753.92832302836,29943.614414983065,94396.55906080158,58.80323416454424,10.536355104767173,1.0055543627925307,18868.76159080279,26590.26325289789,11742.93211553312,5389.850594696952,156988.36661473234,0.23988432943233193,18836.015434527006,29835.097897228825,9115.114225901236,5774.474140342496
2022-07-16,METRO_MUMBAI,BrandA,61997.411457202965,659326.5004670788,336434.73614499375,236181.137026934,90905.06093169216,73946.64802372087,98.0149994037556,11.034864042040972,1.0155536224725419,39559.59002802472,84108.68403624844,25979.925072962742,16362.910967704589,239957.75812866137,0.25836802252379193,42218.7542977554,77442.36183140526,35053.54990277757,16887.73554235869
2022-07-16,METRO_MUMBAI,BrandB,45020.24816881612,680848.5751342687,325145.3435019282,212935.2135093985,86322.5900513255,73946.64802372087,76.19069012435965,10.714889838839085,1.017007404229637,40850.91450805612,81286.33587548205,23422.873486033837,15538.06620923859,235044.8381025315,0.19153897840115852,45400.65748039933,93040.84879822245,31141.14250083822,18493.705545263012
2022-07-16,METRO_MUMBAI,BrandC,22599.354463523996,294254.5663397616,176768.88838020083,109867.67045234184,44565.62958410044,73946.64802372087,61.33243557617457,10.025720869364106,1.023011212707472,17655.273980385697,44192.22209505021,12085.443749757602,8021.81332513808,155901.40117405244,0.1449592774227123,19930.608252017013,41731.027108236995,14882.778065386718,8444.631587013044
2022-07-16,NORTH,BrandA,107596.61321125424,1059284.893036565,484725.08526055503,355159.92809920263,132461.00986203126,109568.77696024015,100.82293676208137,11.586153744412256,1.0193710382878278,63557.093582193906,121181.27131513876,39067.592090912294,23842.981775165626,357217.71572365076,0.30120738271052455,72337.54390343114,151233.15952318016,60218.26027031264,31631.47210648001
2022-07-16,NORTH,BrandB,90858.85197374859,1188617.3978014174,439543.2457579196,450430.08946861303,132951.65809844524,109568.77696024015,83.27190094999128,11.41707351014355,1.0191709680413974,71317.04386808505,109885.8114394799,49547.30984154744,23931.298457720146,364250.2405670727,0.24944074664727225,70499.43610067316,156278.86332310337,57070.29546532989,31842.931940126324
2022-07-16,NORTH,BrandC,55727.7029316167,540410.2578543115,273288.1962325177,194021.62185329737,72736.79334758886,109568.77696024015,60.20184158918602,10.928250606142667,1.014897222292863,32424.615471258687,68322.04905812943,21342.378403862713,13092.622802565995,244750.44269605697,0.22769193925665085,32848.37766491269,72951.1305336301,27309.77266453975,14973.834687403783
2022-07-16,NORTHEAST,BrandA,43897.69463549895,565794.9465056042,391355.56342583307,203494.24122214757,98620.53680738136,63346.657336004755,99.58848563293115,10.689639863666704,1.0153214311188234,33947.69679033625,97838.89085645827,22384.36653443623,17751.696625328645,235269.30814256414,0.18658487578291363,22537.828347605617,78655.38159102331,31472.344240472285,16476.394915730096
2022-07-16,NORTHEAST,BrandB,30790.97584657588,309866.9531153895,217887.47638250497,108579.21318693383,54435.41659519438,63346.657336004755,81.92918562774757,10.33500941055745,1.012026050217297,18592.01718692337,54471.86909562624,11943.713450562722,9798.374987134988,158152.63205625207,0.19469151696083936,12329.439808506757,43769.308632851964,16464.545836211055,8996.978852692491
2022-07-16,NORTHEAST,BrandC,19696.115025194747,289845.4658506989,199508.7934744947,104442.26093260317,50345.984788159265,63346.657336004755,57.05597265033904,9.888227458580316,1.0216644799110468,17390.727951041932,49877.19836862368,11488.648702586348,9062.277261868667,151165.50962012538,0.1302950327396787,11257.588898657234,39436.809104882355,13812.909498598912,7939.194792691973
2022-07-16,SOUTH,BrandA,153362.6408627897,1726141.424742194,832141.9205795176,655601.2665389023,231988.51076979376,110342.88291975176,96.47386345787596,11.940567118066241,1.012325067039365,103568.48548453164,208035.4801448794,72116.13931927926,41757.93193856288,535820.919807005,0.2862199574397777,93281.40252002633,211940.26820879092,85440.65998733779,43511.44082251799
2022-07-16,SOUTH,BrandB,93480.72630998222,1285720.6310444295,722936.4193922234,578376.4896660482,202424.93284504948,110342.88291975176,81.15093484733318,11.44552125564084,1.0129402921376707,77143.23786266576,180734.10484805584,63621.413863265305,36436.4879121089,468278.12740584754,0.19962650578544888,94953.81498264665,175875.26120211984,76193.5666626815,37794.07579427132
2022-07-16,SOUTH,BrandC,36255.935053435336,841627.9676554722,437436.671566653,339187.7103052976,121406.10534386036,110342.88291975176,59.831437633593964,10.498385953803954,1.0177321163426736,50497.67805932833,109359.16789166325,37310.648133582734,21853.098961894866,329363.47596622095,0.11007879652400684,52078.72512165542,105340.4282316171,51582.71240005171,22989.857424717247
2022-07-16,WEST,BrandA,116856.1648602866,1842787.1389306304,490639.7845401367,332720.96090538084,130928.10733468427,102447.90081044276,100.89126124657726,11.668707654820514,1.022448453607308,110567.22833583782,122659.94613503417,36599.30569959189,23567.05932024317,395841.4403011498,0.295209528267402,114146.1586002948,119620.9553231854,38708.54090222351,23559.542441448
2022-07-16,WEST,BrandB,73814.74125973704,1292142.1838101528,333598.8272941792,223763.14409440127,89096.07986827596,102447.90081044276,75.64294553529967,11.209327284046562,1.0094308794291973,77528.53102860917,83399.7068235448,24613.945850384138,16037.294376289674,304027.37888927053,0.24278978271354382,75178.33918476533,90707.94115537163,23443.83883852053,16898.208063585964
2022-07-16,WEST,BrandC,56660.21200171562,566797.5310026711,162551.23783017765,115629.95421732531,44073.24298776806,102447.90081044276,58.93733708262776,10.94484516393786,1.021026983227597,34007.85186016027,40637.80945754441,12719.294963905786,7933.183737798251,197746.04082985147,0.28653019683049824,41446.03631412991,44627.381326844064,11404.407215911284,8292.518637305573
2022-07-23,CENTRAL,BrandA,41594.93674231812,789325.7583599982,331721.03849819454,187951.70063395248,84195.33734941093,9772.77505525476,95.764860336485,10.635757767015386,1.0176504722354762,47359.54550159989,82930.25962454863,20674.687069734773,15155.160722893965,175892.427974032,0.23647940517497737,51386.427308486105,75952.69392402645,34896.32490591916,15985.85663681177
2022-07-23,CENTRAL,BrandB,57128.30388958989,620589.4679966434,282780.7725700836,135615.19564674434,69285.52904539426,9772.77505525476,79.63948936554546,10.953072466970546,1.0169439865786845,37235.3680797986,70695.1931425209,14917.671521141876,12471.395228170966,145092.4030268871,0.3937373887081441,38159.16900897953,58243.86314556072,25203.891881310727,12511.3895099025
2022-07-23,CENTRAL,BrandC,20845.51381697666,393606.9029443165,152611.25930293163,94308.96060713204,39953.14792129953,9772.77505525476,62.888308151915986,9.944942010224262,1.0238043441401279,23616.41417665899,38152.81482573291,10373.985666784525,7191.566625833916,89107.5563502651,0.23393654444750922,21863.54246225358,37958.40741541176,17069.925987104223,8259.271283890896
2022-07-23,EAST,BrandA,63197.36180617949,893304.0262604468,284778.65973095264,251520.3417783908,82107.76612402961,9111.691724342432,94.40948720546903,11.0540336590107,1.0135963757640252,53598.24157562681,71194.66493273816,27667.237595622988,14779.39790232533,176351.23373065572,0.3583607580672985,62715.42552762473,97852.1713833927,31062.16644867688,19173.612643537494
2022-07-23,EAST,BrandB,56504.64691171454,794437.4471670026,314422.9249905356,264399.5944683718,89324.5444449443,9111.691724342432,75.6460802358859,10.94209585748041,1.013246151991946,47666.24683002016,78605.7312476339,29083.955391520904,16078.418000089976,180546.04319360736,0.3129653018804139,63139.43405107769,86730.32653353114,30165.061308097873,17425.267962153597
2022-07-23,EAST,BrandC,52228.747204188694,408386.8913388173,155999.57474542918,117338.58840262788,42933.77378934863,9111.691724342432,65.84584065361032,10.863407481368634,1.0155001894398175,24503.21348032904,38999.893686357296,12907.244724289067,7728.079282082753,93250.12289740058,0.5600930656262387,31682.07586144973,46866.818813077,13185.411952414997,8824.446974996557
2022-07-23,METRO_DELHI,BrandA,35512.38476643445,761812.3858780409,431023.7223555786,309448.8886567921,117149.63333679494,11343.459890230662,101.99494198391905,10.477664940077629,1.011632197339154,45708.74315268245,107755.93058889465,34039.377752247136,21086.93400062309,219934.445384678,0.16146804428092096,68140.59349763431,70685.04461835053,39039.19207125529,16566.87785488425
2022-07-23,METRO_DELHI,BrandB,34965.3321184527,611554.7560809011,309590.1174430204,265955.0430932352,86733.57817686429,11343.459890230662,78.57316378885355,10.462140938038079,1.019373754501568,36693.28536485407,77397.5293607551,29255.05474025587,15612.044071835573,170301.3734279313,0.2053144458816953,46334.09337909217,61826.58477938744,33409.78075954846,14275.06093114197
2022-07-23,METRO_DELHI,BrandC,41380.314166316835,249681.76045178765,133708.24637452263,99739.04220031216,36378.1290351596,11343.459890230662,59.6741914585243,10.630584709285259,1.020448014803523,14980.905627107259,33427.06159363066,10971.294642034338,6548.063226328729,77270.78497933164,0.535523408709381,18868.76159080279,26590.26325289789,11742.93211553312,5389.850594696952
